,Movie Title,Year,Content Rating,Budget,Gross_Income,Director,IMDB Score
320,In the Heart of the Sea ,2015,PG-13,"$100,000,000.00","$24,985,612.00",Ron Howard,7.0
321,The Adventures of Pluto Nash ,2002,PG-13,"$100,000,000.00","$4,411,102.00",Ron Underwood,3.8
323,The Peanuts Movie ,2015,G,"$99,000,000.00","$130,174,897.00",Steve Martino,7.2
324,The Spanish Prisoner ,1997,PG,"$10,000,000.00","$10,200,000.00",David Mamet,7.3
325,The Mummy Returns ,2001,PG-13,"$98,000,000.00","$202,007,640.00",Stephen Sommers,6.3
326,Gangs of New York ,2002,R,"$100,000,000.00","$77,679,638.00",Martin Scorsese,7.5
328,Surf's Up ,2007,PG,"$100,000,000.00","$58,867,694.00",Ash Brannon,6.8
329,The Stepford Wives ,2004,PG-13,"$90,000,000.00","$59,475,623.00",Frank Oz,5.2
330,Black Hawk Down ,2001,R,"$92,000,000.00","$108,638,745.00",Ridley Scott,7.7
331,The Campaign ,2012,R,"$95,000,000.00","$86,897,182.00",Jay Roach,6.2
333,Sex and the City 2 ,2010,R,"$100,000,000.00","$95,328,937.00",Michael Patrick King,4.3
334,The Road to El Dorado ,2000,PG,"$95,000,000.00","$50,802,661.00",Bibo Bergeron,6.9
335,Ice Age: Continental Drift ,2012,PG,"$95,000,000.00","$161,317,423.00",Steve Martino,6.6
336,Cinderella ,2015,PG,"$95,000,000.00","$201,148,159.00",Kenneth Branagh,7.0
337,The Lovely Bones ,2009,PG-13,"$65,000,000.00","$43,982,842.00",Peter Jackson,6.7
338,Finding Nemo ,2003,G,"$94,000,000.00","$380,838,870.00",Andrew Stanton,8.2
339,The Lord of the Rings: The Return of the King ,2003,PG-13,"$94,000,000.00","$377,019,252.00",Peter Jackson,8.9
340,The Lord of the Rings: The Two Towers ,2002,PG-13,"$94,000,000.00","$340,478,898.00",Peter Jackson,8.7
341,Seventh Son ,2014,PG-13,"$95,000,000.00","$17,176,900.00",Sergey Bodrov,5.5
342,Lara Croft: Tomb Raider ,2001,PG-13,"$115,000,000.00","$131,144,183.00",Simon West,5.7
344,Jurassic Park III ,2001,PG-13,"$93,000,000.00","$181,166,115.00",Joe Johnston,5.9
345,Rise of the Planet of the Apes ,2011,PG-13,"$93,000,000.00","$176,740,650.00",Rupert Wyatt,7.6
346,The Spiderwick Chronicles ,2008,PG,"$90,000,000.00","$71,148,699.00",Mark Waters,6.6
347,A Good Day to Die Hard ,2013,R,"$92,000,000.00","$67,344,392.00",John Moore,5.3
348,The Alamo ,2004,PG-13,"$107,000,000.00","$22,406,362.00",John Lee Hancock,6.0
349,The Incredibles ,2004,PG,"$92,000,000.00","$261,437,578.00",Brad Bird,8.0
350,Cutthroat Island ,1995,PG-13,"$98,000,000.00","$11,000,000.00",Renny Harlin,5.6
352,Men in Black ,1997,PG-13,"$90,000,000.00","$250,147,615.00",Barry Sonnenfeld,7.3
353,Toy Story 2 ,1999,G,"$90,000,000.00","$245,823,397.00",John Lasseter,7.9
354,Unstoppable ,2010,PG-13,"$100,000,000.00","$81,557,479.00",Tony Scott,6.8
355,Rush Hour 2 ,2001,PG-13,"$90,000,000.00","$226,138,454.00",Brett Ratner,6.6
356,What Lies Beneath ,2000,PG-13,"$100,000,000.00","$155,370,362.00",Robert Zemeckis,6.6
357,Cloudy with a Chance of Meatballs ,2009,PG,"$100,000,000.00","$124,870,275.00",Phil Lord,7.0
358,Ice Age: Dawn of the Dinosaurs ,2009,PG,"$90,000,000.00","$196,573,705.00",Carlos Saldanha,7.0
359,The Secret Life of Walter Mitty ,2013,PG,"$90,000,000.00","$58,229,120.00",Ben Stiller,7.3
360,Charlie's Angels ,2000,PG-13,"$92,000,000.00","$125,305,545.00",McG,5.5
361,The Departed ,2006,R,"$90,000,000.00","$132,373,442.00",Martin Scorsese,8.5
362,Mulan ,1998,G,"$90,000,000.00","$120,618,403.00",Tony Bancroft,7.5
363,Tropic Thunder ,2008,R,"$92,000,000.00","$110,416,702.00",Ben Stiller,7.0
364,The Girl with the Dragon Tattoo ,2011,R,"$90,000,000.00","$102,515,793.00",David Fincher,7.8
365,Die Hard with a Vengeance ,1995,R,"$90,000,000.00","$100,012,500.00",John McTiernan,7.6
366,Sherlock Holmes ,2009,PG-13,"$90,000,000.00","$209,019,489.00",Guy Ritchie,7.6
368,Atlantis: The Lost Empire ,2001,PG,"$120,000,000.00","$84,037,039.00",Gary Trousdale,6.8
369,Alvin and the Chipmunks: The Road Chip ,2015,PG,"$90,000,000.00","$85,884,815.00",Walt Becker,5.0
370,Valkyrie ,2008,PG-13,"$75,000,000.00","$83,077,470.00",Bryan Singer,7.1
371,You Don't Mess with the Zohan ,2008,PG-13,"$90,000,000.00","$100,018,837.00",Dennis Dugan,5.5
372,Pixels ,2015,PG-13,"$88,000,000.00","$78,747,585.00",Chris Columbus,5.6
373,A.I. Artificial Intelligence ,2001,PG-13,"$100,000,000.00","$78,616,689.00",Steven Spielberg,7.1
374,The Haunted Mansion ,2003,PG,"$90,000,000.00","$75,817,994.00",Rob Minkoff,4.9
375,Contact ,1997,PG,"$90,000,000.00","$100,853,835.00",Robert Zemeckis,7.4
376,Hollow Man ,2000,R,"$95,000,000.00","$73,209,340.00",Paul Verhoeven,5.7
378,Percy Jackson: Sea of Monsters ,2013,PG,"$90,000,000.00","$68,558,662.00",Thor Freudenthal,5.9
379,Lara Croft Tomb Raider: The Cradle of Life ,2003,PG-13,"$95,000,000.00","$65,653,758.00",Jan de Bont,5.5
380,Now You See Me 2 ,2016,PG-13,"$90,000,000.00","$64,685,359.00",Jon M. Chu,6.9
381,The Saint ,1997,PG-13,"$68,000,000.00","$61,355,436.00",Phillip Noyce,6.2
383,Mission to Mars ,2000,PG,"$90,000,000.00","$60,874,615.00",Brian De Palma,5.6
384,Rio ,2011,G,"$90,000,000.00","$143,618,384.00",Carlos Saldanha,7.0
385,Bicentennial Man ,1999,PG,"$100,000,000.00","$58,220,776.00",Chris Columbus,6.8
386,Volcano ,1997,PG-13,"$90,000,000.00","$47,474,112.00",Mick Jackson,5.4
387,The Devil's Own ,1997,R,"$86,000,000.00","$42,877,165.00",Alan J. Pakula,6.1
389,Fantastic Four ,2015,PG-13,"$120,000,000.00","$56,114,221.00",Josh Trank,4.3
390,Conan the Barbarian ,1982,R,"$20,000,000.00","$37,567,440.00",John Milius,6.9
391,Cinderella Man ,2005,PG-13,"$88,000,000.00","$61,644,321.00",Ron Howard,8.0
393,Seabiscuit ,2003,PG-13,"$87,000,000.00","$120,147,445.00",Gary Ross,7.3
394,Twister ,1996,PG-13,"$92,000,000.00","$241,688,385.00",Jan de Bont,6.3
395,The Fast and the Furious ,2001,PG-13,"$38,000,000.00","$144,512,310.00",Rob Cohen,6.7
396,Cast Away ,2000,PG-13,"$90,000,000.00","$233,630,478.00",Robert Zemeckis,7.7
397,Happy Feet ,2006,PG,"$100,000,000.00","$197,992,827.00",George Miller,6.5
398,The Bourne Supremacy ,2004,PG-13,"$75,000,000.00","$176,049,130.00",Paul Greengrass,7.8
399,Air Force One ,1997,R,"$85,000,000.00","$172,620,724.00",Wolfgang Petersen,6.4
400,Ocean's Eleven ,2001,PG-13,"$85,000,000.00","$183,405,771.00",Steven Soderbergh,7.8
402,Hotel Transylvania ,2012,PG,"$85,000,000.00","$148,313,048.00",Genndy Tartakovsky,7.1
403,Enchanted ,2007,PG,"$85,000,000.00","$127,706,877.00",Kevin Lima,7.1
405,Safe House ,2012,R,"$85,000,000.00","$126,149,655.00",Daniel Espinosa,6.8
406,102 Dalmatians ,2000,G,"$85,000,000.00","$66,941,559.00",Kevin Lima,4.8
407,Tower Heist ,2011,PG-13,"$75,000,000.00","$78,009,155.00",Brett Ratner,6.2
408,The Holiday ,2006,PG-13,"$85,000,000.00","$63,224,849.00",Nancy Meyers,6.9
409,Enemy of the State ,1998,R,"$90,000,000.00","$111,544,445.00",Tony Scott,7.3
410,It's Complicated ,2009,R,"$85,000,000.00","$112,703,470.00",Nancy Meyers,6.6
411,Ocean's Thirteen ,2007,PG-13,"$85,000,000.00","$117,144,465.00",Steven Soderbergh,6.9
412,Open Season ,2006,PG,"$85,000,000.00","$84,303,558.00",Roger Allers,6.2
413,Divergent ,2014,PG-13,"$85,000,000.00","$150,832,203.00",Neil Burger,6.7
414,Enemy at the Gates ,2001,R,"$68,000,000.00","$51,396,781.00",Jean-Jacques Annaud,7.6
415,The Rundown ,2003,PG-13,"$85,000,000.00","$47,592,825.00",Peter Berg,6.7
416,Last Action Hero ,1993,PG-13,"$70,000,000.00","$50,016,394.00",John McTiernan,6.2
417,Memoirs of a Geisha ,2005,PG-13,"$85,000,000.00","$57,010,853.00",Rob Marshall,7.3
418,The Fast and the Furious: Tokyo Drift ,2006,PG-13,"$85,000,000.00","$62,494,975.00",Justin Lin,6.0
420,Meet Joe Black ,1998,PG-13,"$90,000,000.00","$44,606,335.00",Martin Brest,7.1
421,Collateral Damage ,2002,R,"$85,000,000.00","$40,048,332.00",Andrew Davis,5.5
423,Mirror Mirror ,2012,PG,"$85,000,000.00","$64,933,670.00",Tarsem Singh,5.6
424,Scott Pilgrim vs. the World ,2010,PG-13,"$60,000,000.00","$31,494,270.00",Edgar Wright,7.5
425,The Core ,2003,PG-13,"$60,000,000.00","$31,111,260.00",Jon Amiel,5.4
426,Nutty Professor II: The Klumps ,2000,PG-13,"$65,000,000.00","$123,307,945.00",Peter Segal,4.3
427,Scooby-Doo ,2002,PG,"$84,000,000.00","$153,288,182.00",Raja Gosnell,4.9
429,Click ,2006,PG-13,"$70,000,000.00","$137,340,146.00",Frank Coraci,6.4
431,Cats & Dogs: The Revenge of Kitty Galore ,2010,PG,"$85,000,000.00","$43,575,716.00",Brad Peyton,4.3
432,Jumper ,2008,PG-13,"$85,000,000.00","$80,170,146.00",Doug Liman,6.1
433,Hellboy II: The Golden Army ,2008,PG-13,"$85,000,000.00","$75,754,670.00",Guillermo del Toro,7.0
434,Zodiac ,2007,R,"$65,000,000.00","$33,048,353.00",David Fincher,7.7
435,The 6th Day ,2000,PG-13,"$82,000,000.00","$34,543,701.00",Roger Spottiswoode,5.9
436,Bruce Almighty ,2003,PG-13,"$81,000,000.00","$242,589,580.00",Tom Shadyac,6.7
437,The Expendables ,2010,R,"$80,000,000.00","$102,981,571.00",Sylvester Stallone,6.5
438,Mission: Impossible ,1996,PG-13,"$80,000,000.00","$180,965,237.00",Brian De Palma,7.1
439,The Hunger Games ,2012,PG-13,"$78,000,000.00","$407,999,255.00",Gary Ross,7.3
440,The Hangover Part II ,2011,R,"$80,000,000.00","$254,455,986.00",Todd Phillips,6.5
441,Batman Returns ,1992,PG-13,"$80,000,000.00","$162,831,698.00",Tim Burton,7.0
442,Over the Hedge ,2006,PG,"$80,000,000.00","$155,019,340.00",Tim Johnson,6.8
443,Lilo & Stitch ,2002,PG,"$80,000,000.00","$145,771,527.00",Dean DeBlois,7.2
445,Deep Impact ,1998,PG-13,"$75,000,000.00","$140,459,099.00",Mimi Leder,6.1
446,RED 2 ,2013,PG-13,"$84,000,000.00","$53,215,979.00",Dean Parisot,6.7
447,The Longest Yard ,2005,PG-13,"$82,000,000.00","$158,115,031.00",Peter Segal,6.4
448,Alvin and the Chipmunks: Chipwrecked ,2011,G,"$75,000,000.00","$133,103,929.00",Mike Mitchell,4.4
449,Grown Ups 2 ,2013,PG-13,"$80,000,000.00","$133,668,525.00",Dennis Dugan,5.4
450,Get Smart ,2008,PG-13,"$80,000,000.00","$130,313,314.00",Peter Segal,6.5
451,Something's Gotta Give ,2003,PG-13,"$80,000,000.00","$124,590,960.00",Nancy Meyers,6.7
452,Shutter Island ,2010,R,"$80,000,000.00","$127,968,405.00",Martin Scorsese,8.1
454,Robots ,2005,PG,"$75,000,000.00","$128,200,012.00",Chris Wedge,6.3
455,Face/Off ,1997,R,"$80,000,000.00","$112,225,777.00",John Woo,7.3
456,Bedtime Stories ,2008,PG,"$80,000,000.00","$109,993,847.00",Adam Shankman,6.1
457,Road to Perdition ,2002,R,"$80,000,000.00","$104,054,514.00",Sam Mendes,7.7
458,Just Go with It ,2011,PG-13,"$80,000,000.00","$103,028,109.00",Dennis Dugan,6.4
460,Con Air ,1997,R,"$75,000,000.00","$101,087,161.00",Simon West,6.8
461,Eagle Eye ,2008,PG-13,"$80,000,000.00","$101,111,837.00",D.J. Caruso,6.6
462,Cold Mountain ,2003,R,"$79,000,000.00","$95,632,614.00",Anthony Minghella,7.2
463,The Book of Eli ,2010,R,"$80,000,000.00","$94,822,707.00",Albert Hughes,6.9
464,Flubber ,1997,PG,"$80,000,000.00","$92,969,824.00",Les Mayfield,5.2
465,The Haunting ,1999,PG-13,"$80,000,000.00","$91,188,905.00",Jan de Bont,4.9
466,Space Jam ,1996,PG,"$80,000,000.00","$90,443,603.00",Joe Pytka,6.3
467,The Pink Panther ,2006,PG,"$65,000,000.00","$82,226,474.00",Shawn Levy,5.6
468,The Day the Earth Stood Still ,2008,PG-13,"$80,000,000.00","$79,363,785.00",Scott Derrickson,5.5
469,Conspiracy Theory ,1997,R,"$75,000,000.00","$76,081,498.00",Richard Donner,6.7
470,Fury ,2014,R,"$68,000,000.00","$85,707,116.00",David Ayer,7.6
471,Six Days Seven Nights ,1998,PG-13,"$70,000,000.00","$74,329,966.00",Ivan Reitman,5.7
472,Yogi Bear ,2010,PG,"$80,000,000.00","$100,169,068.00",Eric Brevig,4.6
473,Spirit: Stallion of the Cimarron ,2002,G,"$80,000,000.00","$73,215,310.00",Kelly Asbury,7.0
474,Zookeeper ,2011,PG,"$80,000,000.00","$80,360,866.00",Frank Coraci,5.2
475,Lost in Space ,1998,PG-13,"$80,000,000.00","$69,102,910.00",Stephen Hopkins,5.1
476,The Manchurian Candidate ,2004,R,"$80,000,000.00","$65,948,711.00",Jonathan Demme,6.6
478,Hotel Transylvania 2 ,2015,PG,"$80,000,000.00","$169,692,572.00",Genndy Tartakovsky,6.7
480,Fantasia 2000 ,1999,G,"$80,000,000.00","$60,507,228.00",James Algar,7.3
481,The Time Machine ,2002,PG-13,"$80,000,000.00","$56,684,819.00",Simon Wells,5.9
482,Mighty Joe Young ,1998,PG,"$90,000,000.00","$50,628,009.00",Ron Underwood,5.6
483,Swordfish ,2001,R,"$80,000,000.00","$69,772,969.00",Dominic Sena,6.5
485,What Dreams May Come ,1998,PG-13,"$85,000,000.00","$55,350,897.00",Vincent Ward,7.0
486,Little Nicky ,2000,PG-13,"$80,000,000.00","$39,442,871.00",Steven Brill,5.3
487,The Brothers Grimm ,2005,PG-13,"$88,000,000.00","$37,899,638.00",Terry Gilliam,5.9
488,Mars Attacks! ,1996,PG-13,"$70,000,000.00","$37,754,208.00",Tim Burton,6.3
491,Surrogates ,2009,PG-13,"$80,000,000.00","$38,542,418.00",Jonathan Mostow,6.3
492,Thirteen Days ,2000,PG-13,"$80,000,000.00","$34,566,746.00",Roger Donaldson,7.3
493,Daylight ,1996,PG-13,"$80,000,000.00","$32,885,565.00",Rob Cohen,5.8
494,Walking with Dinosaurs 3D ,2013,PG,"$80,000,000.00","$36,073,232.00",Barry Cook,5.2
495,Battlefield Earth ,2000,PG-13,"$44,000,000.00","$21,471,685.00",Roger Christian,2.4
497,Nine ,2009,PG-13,"$80,000,000.00","$19,673,424.00",Rob Marshall,5.8
498,Timeline ,2003,PG-13,"$80,000,000.00","$19,480,739.00",Richard Donner,5.6
499,The Postman ,1997,R,"$80,000,000.00","$17,593,391.00",Kevin Costner,6.0
501,The Last Witch Hunter ,2015,PG-13,"$90,000,000.00","$27,356,090.00",Breck Eisner,6.0
502,Red Planet ,2000,PG-13,"$70,000,000.00","$17,473,245.00",Antony Hoffman,5.7
508,A Beautiful Mind ,2001,PG-13,"$58,000,000.00","$170,708,996.00",Ron Howard,8.2
509,The Lion King ,1994,G,"$45,000,000.00","$422,783,777.00",Roger Allers,8.5
510,Journey 2: The Mysterious Island ,2012,PG,"$79,000,000.00","$103,812,241.00",Brad Peyton,5.8
511,Cloudy with a Chance of Meatballs 2 ,2013,PG,"$78,000,000.00","$119,793,567.00",Cody Cameron,6.5
513,Hidalgo ,2004,PG-13,"$100,000,000.00","$67,286,731.00",Joe Johnston,6.7
514,Jack and Jill ,2011,PG,"$79,000,000.00","$74,158,157.00",Dennis Dugan,3.4
515,2 Fast 2 Furious ,2003,PG-13,"$76,000,000.00","$127,083,765.00",John Singleton,5.9
517,The Invasion ,2007,PG-13,"$80,000,000.00","$15,071,514.00",Oliver Hirschbiegel,5.9
518,The Adventures of Rocky & Bullwinkle ,2000,PG,"$76,000,000.00","$26,000,610.00",Des McAnuff,4.1
520,The League of Extraordinary Gentlemen ,2003,PG-13,"$78,000,000.00","$66,462,600.00",Stephen Norrington,5.8
521,Despicable Me 2 ,2013,PG,"$76,000,000.00","$368,049,635.00",Pierre Coffin,7.5
522,Independence Day ,1996,PG-13,"$75,000,000.00","$306,124,059.00",Roland Emmerich,6.9
523,The Lost World: Jurassic Park ,1997,PG-13,"$73,000,000.00","$229,074,524.00",Steven Spielberg,6.5
524,Madagascar ,2005,PG,"$75,000,000.00","$193,136,719.00",Eric Darnell,6.9
525,Children of Men ,2006,R,"$76,000,000.00","$35,286,428.00",Alfonso Cuarón,7.9
526,X-Men ,2000,PG-13,"$75,000,000.00","$157,299,717.00",Bryan Singer,7.4
527,Wanted ,2008,R,"$75,000,000.00","$134,568,845.00",Timur Bekmambetov,6.7
528,The Rock ,1996,R,"$75,000,000.00","$134,006,721.00",Michael Bay,7.4
529,Ice Age: The Meltdown ,2006,PG,"$80,000,000.00","$195,329,763.00",Carlos Saldanha,6.9
530,50 First Dates ,2004,PG-13,"$75,000,000.00","$120,776,832.00",Peter Segal,6.8
531,Hairspray ,2007,PG,"$75,000,000.00","$118,823,091.00",Adam Shankman,6.7
532,Exorcist: The Beginning ,2004,R,"$50,000,000.00","$41,814,863.00",Renny Harlin,5.1
533,Inspector Gadget ,1999,PG,"$75,000,000.00","$97,360,069.00",David Kellogg,4.1
534,Now You See Me ,2013,PG-13,"$75,000,000.00","$117,698,894.00",Louis Leterrier,7.3
535,Grown Ups ,2010,PG-13,"$80,000,000.00","$162,001,186.00",Dennis Dugan,6.0
536,The Terminal ,2004,PG-13,"$60,000,000.00","$77,032,279.00",Steven Spielberg,7.3
538,Hotel for Dogs ,2009,PG,"$35,000,000.00","$73,023,275.00",Thor Freudenthal,5.4
539,Vertical Limit ,2000,PG-13,"$75,000,000.00","$68,473,360.00",Martin Campbell,5.9
540,Charlie Wilson's War ,2007,R,"$75,000,000.00","$66,636,385.00",Mike Nichols,7.1
541,Shark Tale ,2004,PG,"$75,000,000.00","$160,762,022.00",Bibo Bergeron,6.0
542,Dreamgirls ,2006,PG-13,"$70,000,000.00","$103,338,338.00",Bill Condon,6.5
544,Be Cool ,2005,PG-13,"$53,000,000.00","$55,808,744.00",F. Gary Gray,5.7
546,Tears of the Sun ,2003,R,"$70,000,000.00","$43,426,961.00",Antoine Fuqua,6.6
547,Killers ,2010,PG-13,"$75,000,000.00","$47,000,485.00",Robert Luketic,5.4
548,The Man from U.N.C.L.E. ,2015,PG-13,"$75,000,000.00","$45,434,443.00",Guy Ritchie,7.3
549,Spanglish ,2004,PG-13,"$80,000,000.00","$42,044,321.00",James L. Brooks,6.5
550,Monster House ,2006,PG,"$75,000,000.00","$73,661,010.00",Gil Kenan,6.6
551,Bandits ,2001,PG-13,"$80,000,000.00","$41,523,271.00",Barry Levinson,6.6
552,First Knight ,1995,PG-13,"$55,000,000.00","$37,600,435.00",Jerry Zucker,5.9
553,Anna and the King ,1999,PG-13,"$75,000,000.00","$39,251,128.00",Andy Tennant,6.7
554,Immortals ,2011,R,"$75,000,000.00","$83,503,161.00",Tarsem Singh,6.1
555,Hostage ,2005,R,"$52,000,000.00","$34,636,443.00",Florent-Emilio Siri,6.6
556,Titan A.E. ,2000,PG,"$75,000,000.00","$22,751,979.00",Don Bluth,6.6
557,Hollywood Homicide ,2003,PG-13,"$75,000,000.00","$30,013,346.00",Ron Shelton,5.3
560,Monkeybone ,2001,PG-13,"$75,000,000.00","$5,409,517.00",Henry Selick,4.7
561,Flight of the Phoenix ,2004,PG-13,"$45,000,000.00","$21,009,180.00",John Moore,6.1
562,Unbreakable ,2000,PG-13,"$75,000,000.00","$94,999,143.00",M. Night Shyamalan,7.2
563,Minions ,2015,PG,"$74,000,000.00","$336,029,560.00",Kyle Balda,6.4
564,Sucker Punch ,2011,PG-13,"$82,000,000.00","$36,381,716.00",Zack Snyder,6.1
565,Snake Eyes ,1998,R,"$69,000,000.00","$55,585,389.00",Brian De Palma,5.9
566,Sphere ,1998,PG-13,"$75,000,000.00","$36,976,367.00",Barry Levinson,6.0
567,The Angry Birds Movie ,2016,PG,"$73,000,000.00","$107,225,164.00",Clay Kaytis,6.3
568,Fool's Gold ,2008,PG-13,"$70,000,000.00","$70,224,196.00",Andy Tennant,5.6
569,Funny People ,2009,R,"$75,000,000.00","$51,814,190.00",Judd Apatow,6.4
570,The Kingdom ,2007,R,"$70,000,000.00","$47,456,450.00",Peter Berg,7.1
571,Talladega Nights: The Ballad of Ricky Bobby ,2006,PG-13,"$73,000,000.00","$148,213,377.00",Adam McKay,6.6
572,Dr. Dolittle 2 ,2001,PG,"$72,000,000.00","$112,950,721.00",Steve Carr,4.6
573,Braveheart ,1995,R,"$72,000,000.00","$75,600,000.00",Mel Gibson,8.4
575,The Simpsons Movie ,2007,PG-13,"$75,000,000.00","$183,132,370.00",David Silverman,7.4
576,The Majestic ,2001,PG,"$72,000,000.00","$27,796,042.00",Frank Darabont,6.9
577,Driven ,2001,PG-13,"$72,000,000.00","$32,616,869.00",Renny Harlin,4.5
579,The Village ,2004,PG-13,"$60,000,000.00","$114,195,633.00",M. Night Shyamalan,6.5
580,Doctor Dolittle ,1998,PG-13,"$71,500,000.00","$144,156,464.00",Betty Thomas,5.3
581,Signs ,2002,PG-13,"$72,000,000.00","$227,965,690.00",M. Night Shyamalan,6.7
582,Shrek 2 ,2004,PG,"$150,000,000.00","$436,471,036.00",Andrew Adamson,7.2
583,Cars ,2006,G,"$120,000,000.00","$244,052,771.00",John Lasseter,7.2
584,Runaway Bride ,1999,PG,"$70,000,000.00","$152,149,590.00",Garry Marshall,5.5
585,xXx ,2002,PG-13,"$70,000,000.00","$141,204,016.00",Rob Cohen,5.8
586,The SpongeBob Movie: Sponge Out of Water ,2015,PG,"$74,000,000.00","$162,495,848.00",Paul Tibbitt,6.0
587,Ransom ,1996,R,"$80,000,000.00","$136,448,821.00",Ron Howard,6.6
588,Inglourious Basterds ,2009,R,"$75,000,000.00","$120,523,073.00",Quentin Tarantino,8.3
589,Hook ,1991,PG,"$70,000,000.00","$119,654,900.00",Steven Spielberg,6.7
590,Hercules ,2014,PG-13,"$100,000,000.00","$72,660,029.00",Brett Ratner,6.0
591,Die Hard 2 ,1990,R,"$70,000,000.00","$117,541,000.00",Renny Harlin,7.1
592,S.W.A.T. ,2003,PG-13,"$80,000,000.00","$116,643,346.00",Clark Johnson,6.0
594,Vanilla Sky ,2001,R,"$68,000,000.00","$100,614,858.00",Cameron Crowe,6.9
595,Lady in the Water ,2006,PG-13,"$70,000,000.00","$42,272,747.00",M. Night Shyamalan,5.6
596,AVP: Alien vs. Predator ,2004,PG-13,"$60,000,000.00","$80,281,096.00",Paul W.S. Anderson,5.6
597,Alvin and the Chipmunks: The Squeakquel ,2009,PG,"$75,000,000.00","$219,613,391.00",Betty Thomas,4.5
598,We Were Soldiers ,2002,R,"$75,000,000.00","$78,120,196.00",Randall Wallace,7.1
599,Olympus Has Fallen ,2013,R,"$70,000,000.00","$98,895,417.00",Antoine Fuqua,6.5
600,Star Trek: Insurrection ,1998,PG,"$58,000,000.00","$70,117,571.00",Jonathan Frakes,6.4
601,Battle Los Angeles ,2011,PG-13,"$70,000,000.00","$83,552,429.00",Jonathan Liebesman,5.8
602,Big Fish ,2003,PG-13,"$70,000,000.00","$66,257,002.00",Tim Burton,8.0
603,Wolf ,1994,R,"$70,000,000.00","$65,012,000.00",Mike Nichols,6.2
604,War Horse ,2011,PG-13,"$66,000,000.00","$79,883,359.00",Steven Spielberg,7.2
605,The Monuments Men ,2014,PG-13,"$70,000,000.00","$78,031,620.00",George Clooney,6.1
606,The Abyss ,1989,PG-13,"$69,500,000.00","$54,222,000.00",James Cameron,7.6
607,Wall Street: Money Never Sleeps ,2010,PG-13,"$70,000,000.00","$52,474,616.00",Oliver Stone,6.3
608,Dracula Untold ,2014,PG-13,"$70,000,000.00","$55,942,830.00",Gary Shore,6.3
609,The Siege ,1998,R,"$70,000,000.00","$40,932,372.00",Edward Zwick,6.3
611,Seven Years in Tibet ,1997,PG-13,"$70,000,000.00","$37,901,509.00",Jean-Jacques Annaud,7.0
612,The Dilemma ,2011,PG-13,"$70,000,000.00","$48,430,355.00",Ron Howard,5.3
613,Bad Company ,2002,PG-13,"$70,000,000.00","$30,157,016.00",Joel Schumacher,5.6
615,I Spy ,2002,PG-13,"$70,000,000.00","$33,105,600.00",Betty Thomas,5.4
